Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K1175,Google - Global,4.3E+16,glasgow flight,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.15,1.15,40.00,0.03,1.00,0.00,0.00,0.00,1.15,0.00
K1175,Google - Global,4.3E+16,cheap flight to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.18,1.18,6.00,0.17,1.00,0.00,0.00,0.00,1.18,0.00
K1175,Google - Global,4.3E+16,marseilles airports,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.18,1.18,2.00,0.50,1.00,0.00,0.00,0.00,1.18,0.00
K1175,Google - Global,4.3E+16,genoa flight,Broad,Air France Global Campaign,Genoa,genoa,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.20,1.20,2.00,0.50,1.00,0.00,0.00,0.00,1.20,0.00
K1175,Google - Global,4.3E+16,st. petersburg airfare,Broad,Air France Global Campaign,St. Petersburg,st.petersburg,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.21,1.21,22.00,0.05,1.00,0.00,0.00,0.00,1.21,0.00
K1175,Google - Global,4.3E+16,brussels cheap tickets,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.33,1.33,11.00,0.09,1.00,0.00,0.00,0.00,1.33,0.00
K1175,Google - Global,4.3E+16,amsterdam airfares,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.35,1.35,1.00,1.00,1.00,0.00,0.00,0.00,1.35,0.00
K1175,Google - Global,4.3E+16,strasbourg fares,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.36,1.36,4.00,0.25,1.00,0.00,0.00,0.00,1.36,0.00
K1175,Google - Global,4.3E+16,stockholm flights,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.38,1.38,120.00,0.01,1.00,0.00,0.00,0.00,1.38,0.00
K1175,Google - Global,4.3E+16,strasbourg flight,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.38,1.38,98.00,0.01,1.00,0.00,0.00,0.00,1.38,0.00
K1175,Google - Global,4.3E+16,basel flights,Broad,Air France Global Campaign,Basel,basel,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.39,1.39,25.00,0.04,1.00,0.00,0.00,0.00,1.39,0.00
K1175,Google - Global,4.3E+16,trip to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.39,1.39,12.00,0.08,1.00,0.00,0.00,0.00,1.39,0.00
K1175,Google - Global,4.3E+16,cheap flights to manchester,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.43,1.43,14.00,0.07,1.00,0.00,0.00,0.00,1.43,0.00
K1175,Google - Global,4.3E+16,lisbon flight,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.48,1.48,66.00,0.02,1.00,0.00,0.00,0.00,1.48,0.00
K1175,Google - Global,4.3E+16,brussels tickets,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.48,1.48,38.00,0.03,1.02,0.00,0.00,0.00,1.48,0.00
K1175,Google - Global,4.3E+16,southampton flights,Broad,Air France Global Campaign,Southampton,southampton,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.56,1.56,178.00,0.01,1.00,0.00,0.00,0.00,1.56,0.00
K1175,Google - Global,4.3E+16,marseilles ticket,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.56,1.56,14.00,0.07,1.44,0.00,0.00,0.00,1.56,0.00
K1175,Google - Global,4.3E+16,stockholm flight,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.61,1.61,56.00,0.02,1.02,0.00,0.00,0.00,1.61,0.00
K1175,Google - Global,4.3E+16,lisbon flights,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.63,1.63,111.00,0.01,1.00,0.00,0.00,0.00,1.63,0.00
K1175,Google - Global,4.3E+16,warsaw flights,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.73,1.73,226.00,0.00,1.06,0.00,0.00,0.00,1.73,0.00
K1175,Google - Global,4.3E+16,budapest airfares,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.74,1.74,17.00,0.06,1.10,0.00,0.00,0.00,1.74,0.00
K1175,Google - Global,4.3E+16,flights to genoa,Broad,Air France Global Campaign,Genoa,genoa,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.80,1.80,22.00,0.05,1.15,0.00,0.00,0.00,1.80,0.00
K1175,Google - Global,4.3E+16,krakow airfare,Broad,Air France Global Campaign,Krakow,krakow,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.80,1.80,14.00,0.07,1.00,0.00,0.00,0.00,1.80,0.00
K1175,Google - Global,4.3E+16,copenhagen airfare,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,11.25,1.00,1.81,1.81,37.00,0.03,1.00,0.00,0.00,0.00,1.81,0.00
K1175,Google - Global,4.3E+16,brussels fares,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.09,2.09,9.00,0.11,1.22,0.00,0.00,0.00,2.09,0.00
K1175,Google - Global,4.3E+16,amsterdam tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.10,2.10,141.00,0.01,1.00,0.00,0.00,0.00,2.10,0.00
K1175,Google - Global,4.3E+16,amsterdam airline tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.23,2.23,15.00,0.07,1.00,0.00,0.00,0.00,2.23,0.00
K1175,Google - Global,4.3E+16,copenhagen airfares,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.38,2.38,1.00,1.00,1.00,0.00,0.00,0.00,2.38,0.00
K1175,Google - Global,4.3E+16,dusseldorf flights,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.48,2.48,77.00,0.01,1.33,0.00,0.00,0.00,2.48,0.00
K1175,Google - Global,4.3E+16,flights to stockholm,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.70,2.70,89.00,0.01,1.00,0.00,0.00,0.00,2.70,0.00
K1175,Google - Global,4.3E+16,flight to lisbon,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.71,2.71,3.00,0.33,1.00,0.00,0.00,0.00,2.71,0.00
K1175,Google - Global,4.3E+16,flights to naples,Broad,Air France Global Campaign,Naples,uncategorized,Position 1- 3,Unassigned,Unavailable,11.25,2.00,2.86,1.43,151.00,0.01,1.00,0.00,0.00,0.00,2.86,0.00
K1175,Google - Global,4.3E+16,flight to vienna,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,11.25,1.00,2.89,2.89,4.00,0.25,1.23,0.00,0.00,0.00,2.89,0.00
K1175,Google - Global,4.3E+16,zagreb flights,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.05,3.05,31.00,0.03,1.00,0.00,0.00,0.00,3.05,0.00
K1175,Google - Global,4.3E+16,glasgow flights,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.08,3.08,139.00,0.01,1.00,0.00,0.00,0.00,3.08,0.00
K1175,Google - Global,4.3E+16,amsterdam cheap tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.08,3.08,8.00,0.13,1.13,0.00,0.00,0.00,3.08,0.00
K1175,Google - Global,4.3E+16,manchester airfare,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.10,3.10,192.00,0.01,1.00,0.00,0.00,0.00,3.10,0.00
K1175,Google - Global,4.3E+16,bucharest airfare,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.25,3.25,48.00,0.02,1.00,0.00,0.00,0.00,3.25,0.00
K1175,Google - Global,4.3E+16,flights to krakow,Broad,Air France Global Campaign,Krakow,krakow,Position 1- 3,Unassigned,Unavailable,11.25,2.00,3.30,1.65,45.00,0.04,1.00,0.00,0.00,0.00,3.30,0.00
K1175,Google - Global,4.3E+16,helsinki airfare,Broad,Air France Global Campaign,Helsinki,helsinki,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.41,3.41,14.00,0.07,1.00,0.00,0.00,0.00,3.41,0.00
K1175,Google - Global,4.3E+16,travel to venice,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.45,3.45,11.00,0.09,1.00,0.00,0.00,0.00,3.45,0.00
K1175,Google - Global,4.3E+16,dusseldorf airfare,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.51,3.51,39.00,0.03,1.00,0.00,0.00,0.00,3.51,0.00
K1175,Google - Global,4.3E+16,venice flights,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,11.25,2.00,3.73,1.86,392.00,0.01,1.00,0.00,0.00,0.00,3.73,0.00
K1175,Google - Global,4.3E+16,flights to bologna,Broad,Air France Global Campaign,Bologna,bologna,Position 1- 3,Unassigned,Unavailable,11.25,1.00,3.98,3.98,38.00,0.03,1.08,0.00,0.00,0.00,3.98,0.00
K1175,Google - Global,4.3E+16,zurich airfare,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,11.25,3.00,4.00,1.33,144.00,0.02,1.00,0.00,0.00,0.00,4.00,0.00
K1175,Google - Global,4.3E+16,amsterdam airfare,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,3.00,4.01,1.34,185.00,0.02,1.00,0.00,0.00,0.00,4.01,0.00
K1175,Google - Global,4.3E+16,venice flight,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,11.25,1.00,4.16,4.16,79.00,0.01,1.02,0.00,0.00,0.00,4.16,0.00
K1175,Google - Global,4.3E+16,cheap flights to zurich,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,11.25,2.00,4.19,2.09,7.00,0.29,1.00,0.00,0.00,0.00,4.19,0.00
K1175,Google - Global,4.3E+16,flights to zagreb,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unassigned,Unavailable,11.25,1.00,4.21,4.21,37.00,0.03,1.00,0.00,0.00,0.00,4.21,0.00
K1175,Google - Global,4.3E+16,oslo flights,Broad,Air France Global Campaign,Oslo,oslo,Position 1- 3,Unassigned,Unavailable,11.25,2.00,4.21,2.11,87.00,0.02,1.00,0.00,0.00,0.00,4.21,0.00
K1175,Google - Global,4.3E+16,helsinki flight,Broad,Air France Global Campaign,Helsinki,helsinki,Position 1- 3,Unassigned,Unavailable,11.25,1.00,4.34,4.34,18.00,0.06,1.00,0.00,0.00,0.00,4.34,0.00
K1175,Google - Global,4.3E+16,brussels flight,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,3.00,4.34,1.45,109.00,0.03,1.05,0.00,0.00,0.00,4.34,0.00
K1175,Google - Global,4.3E+16,zurich flights,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,11.25,2.00,4.43,2.21,227.00,0.01,1.00,0.00,0.00,0.00,4.43,0.00
K1175,Google - Global,4.3E+16,zurich flight,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,11.25,3.00,4.71,1.57,144.00,0.02,1.00,0.00,0.00,0.00,4.71,0.00
K1175,Google - Global,4.3E+16,flight to naples,Broad,Air France Global Campaign,Naples,uncategorized,Position 1- 3,Unassigned,Unavailable,11.25,2.00,4.71,2.36,7.00,0.29,1.00,0.00,0.00,0.00,4.71,0.00
K1175,Google - Global,4.3E+16,flights to helsinki,Broad,Air France Global Campaign,Helsinki,helsinki,Position 1- 3,Unassigned,Unavailable,11.25,3.00,4.74,1.58,35.00,0.09,1.00,0.00,0.00,0.00,4.74,0.00
K1175,Google - Global,4.3E+16,strasbourg airfare,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1.00,5.00,5.00,59.00,0.02,1.00,0.00,0.00,0.00,5.00,0.00
K1175,Google - Global,4.3E+16,lisbon airfare,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,11.25,5.00,5.26,1.05,30.00,0.17,1.00,0.00,0.00,0.00,5.26,0.00
K1175,Google - Global,4.3E+16,vienna airfare,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,11.25,1.00,5.48,5.48,59.00,0.02,1.00,0.00,0.00,0.00,5.48,0.00
K1175,Google - Global,4.3E+16,manchester flights,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,11.25,3.00,5.50,1.83,1140.00,0.00,1.00,0.00,0.00,0.00,5.50,0.00
K1175,Google - Global,4.3E+16,trip to oslo,Broad,Air France Global Campaign,Oslo,oslo,Position 1- 3,Unassigned,Unavailable,11.25,1.00,5.53,5.53,1.00,1.00,1.00,0.00,0.00,0.00,5.53,0.00
K1175,Google - Global,4.3E+16,copenhagen flights,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,11.25,2.00,5.63,2.81,123.00,0.02,1.00,0.00,0.00,0.00,5.63,0.00
K1175,Google - Global,4.3E+16,travel to bucharest,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,11.25,2.00,5.69,2.84,3.00,0.67,1.00,0.00,0.00,0.00,5.69,0.00
K1175,Google - Global,4.3E+16,vienna tickets,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,11.25,1.00,5.88,5.88,382.00,0.00,1.04,0.00,0.00,0.00,5.88,0.00
K1175,Google - Global,4.3E+16,flight to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1.00,5.98,5.98,7.00,0.14,1.00,0.00,0.00,0.00,5.98,0.00
K1175,Google - Global,4.3E+16,dusseldorf flight,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,11.25,2.00,6.43,3.21,43.00,0.05,1.00,0.00,0.00,0.00,6.43,0.00
K1175,Google - Global,4.3E+16,copenhagen cheap ticket,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,11.25,1.00,6.71,6.71,9.00,0.11,1.11,0.00,0.00,0.00,6.71,0.00
K1175,Google - Global,4.3E+16,flights to copenhagen,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,11.25,3.00,6.74,2.25,115.00,0.03,1.00,0.00,0.00,0.00,6.74,0.00
K1175,Google - Global,4.3E+16,marseilles airline,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,4.00,6.96,1.74,13.00,0.31,1.00,0.00,0.00,0.00,6.96,0.00
K1175,Google - Global,4.3E+16,flight to budapest,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,1.00,7.06,7.06,8.00,0.13,1.00,0.00,0.00,0.00,7.06,0.00
K1175,Google - Global,4.3E+16,flights to vienna,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,11.25,1.00,7.09,7.09,160.00,0.01,1.00,0.00,0.00,0.00,7.09,0.00
K1175,Google - Global,4.3E+16,marseille cheap flight,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,5.00,7.16,1.43,64.00,0.08,1.27,0.00,0.00,0.00,7.16,0.00
K1175,Google - Global,4.3E+16,flights to dusseldorf,Broad,Air France Global Campaign,Dusseldorf,dusseldorf,Position 1- 3,Unassigned,Unavailable,11.25,1.00,7.18,7.18,70.00,0.01,1.00,0.00,0.00,0.00,7.18,0.00
K1175,Google - Global,4.3E+16,bologna flight,Broad,Air France Global Campaign,Bologna,bologna,Position 1- 3,Unassigned,Unavailable,11.25,2.00,7.28,3.64,22.00,0.09,1.05,0.00,0.00,0.00,7.28,0.00
K1175,Google - Global,4.3E+16,marseilles cheap flights,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,3.00,7.81,2.60,265.00,0.01,1.06,0.00,0.00,0.00,7.81,0.00
K1175,Google - Global,4.3E+16,flight to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,3.00,7.91,2.64,28.00,0.11,1.00,0.00,0.00,0.00,7.91,0.00
K1175,Google - Global,4.3E+16,marseilles flights,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,4.00,7.94,1.98,346.00,0.01,1.07,0.00,0.00,0.00,7.94,0.00
K1175,Google - Global,4.3E+16,flights to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,5.00,8.00,1.60,984.00,0.01,1.00,0.00,0.00,0.00,8.00,0.00
K1175,Google - Global,4.3E+16,budapest cheap ticket,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,1.00,8.11,8.11,5.00,0.20,1.00,0.00,0.00,0.00,8.11,0.00
K1175,Google - Global,4.3E+16,marseilles airlines,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,2.00,8.34,4.17,28.00,0.07,1.29,0.00,0.00,0.00,8.34,0.00
K1175,Google - Global,4.3E+16,flights to bucharest,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,11.25,3.00,8.66,2.89,82.00,0.04,1.00,0.00,0.00,0.00,8.66,0.00
K1175,Google - Global,4.3E+16,marseilles tickets,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,3.00,8.86,2.95,201.00,0.01,1.09,0.00,0.00,0.00,8.86,0.00
K1175,Google - Global,4.3E+16,venice airfare,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,11.25,4.00,8.90,2.23,46.00,0.09,1.00,0.00,0.00,0.00,8.90,0.00
K1175,Google - Global,4.3E+16,brussels airfares,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1.00,9.58,9.58,7.00,0.14,1.13,0.00,0.00,0.00,9.58,0.00
K1175,Google - Global,4.3E+16,marseilles airfare,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,2.00,10.31,5.16,12.00,0.17,1.33,0.00,0.00,0.00,10.31,0.00
K1175,Google - Global,4.3E+16,bucharest flights,Broad,Air France Global Campaign,Bucharest,bucharest,Position 1- 3,Unassigned,Unavailable,11.25,3.00,10.54,3.51,79.00,0.04,1.00,0.00,0.00,0.00,10.54,0.00
K1175,Google - Global,4.3E+16,flights to st. petersburg,Broad,Air France Global Campaign,St. Petersburg,st.petersburg,Position 1- 3,Unassigned,Unavailable,11.25,2.00,11.01,5.51,160.00,0.01,1.00,0.00,0.00,0.00,11.01,0.00
K1175,Google - Global,4.3E+16,flights to pisa,Broad,Air France Global Campaign,Pisa,pisa,Position 1- 3,Unassigned,Unavailable,11.25,4.00,11.79,2.95,43.00,0.09,1.02,0.00,0.00,0.00,11.79,0.00
K1175,Google - Global,4.3E+16,gothenburg cheap tickets,Broad,Air France Global Campaign,Gothenburg,gothenburg,Position 1- 3,Unassigned,Unavailable,11.25,2.00,11.80,5.90,6.00,0.33,1.00,0.00,0.00,0.00,11.80,0.00
K1175,Google - Global,4.3E+16,budapest flight,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,3.00,12.99,4.33,95.00,0.03,1.01,0.00,0.00,0.00,12.99,0.00
K1175,Google - Global,4.3E+16,flights to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,5.00,13.25,2.65,267.00,0.02,1.00,0.00,0.00,0.00,13.25,0.00
K1175,Google - Global,4.3E+16,vienna flights,Broad,Air France Global Campaign,Vienna,vienna,Position 1- 3,Unassigned,Unavailable,11.25,5.00,13.96,2.79,548.00,0.01,1.00,0.00,0.00,0.00,13.96,0.00
K1175,Google - Global,4.3E+16,flights to venice,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,11.25,6.00,15.54,2.59,286.00,0.02,1.04,0.00,0.00,0.00,15.54,0.00
K1175,Google - Global,4.3E+16,amsterdam flight,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,6.00,15.57,2.60,190.00,0.03,1.01,0.00,0.00,0.00,15.57,0.00
K1175,Google - Global,4.3E+16,cheap flights to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,4.00,15.80,3.95,10.00,0.40,1.00,0.00,0.00,0.00,15.80,0.00
K1175,Google - Global,4.3E+16,cheap flights to venice,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unassigned,Unavailable,11.25,3.00,16.21,5.40,8.00,0.38,1.00,0.00,0.00,0.00,16.21,0.00
K1175,Google - Global,4.3E+16,flights to budapest,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,5.00,18.16,3.63,145.00,0.03,1.05,0.00,0.00,0.00,18.16,0.00
K1175,Google - Global,4.3E+16,budapest flights,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,4.00,20.10,5.03,159.00,0.03,1.00,0.00,0.00,0.00,20.10,0.00
K1175,Google - Global,4.3E+16,budapest airfare,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,4.00,20.24,5.06,122.00,0.03,1.00,0.00,0.00,0.00,20.24,0.00
K1175,Google - Global,4.3E+16,travel to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,4.00,22.05,5.51,39.00,0.10,1.06,0.00,0.00,0.00,22.05,0.00
K1175,Google - Global,4.3E+16,amsterdam flights,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,11.00,24.60,2.24,513.00,0.02,1.04,0.00,0.00,0.00,24.60,0.00
K1175,Google - Global,4.3E+16,flights to zurich,Broad,Air France Global Campaign,Zurich,zurich,Position 1- 3,Unassigned,Unavailable,11.25,15.00,31.45,2.10,265.00,0.06,1.02,0.00,0.00,0.00,31.45,0.00
K1175,Google - Global,4.3E+16,flights to marseilles,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,13.00,35.76,2.75,293.00,0.04,1.26,0.00,0.00,0.00,35.76,0.00
K1175,Google - Global,4.3E+16,brussels flights,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,11.00,40.02,3.64,766.00,0.01,1.03,0.00,0.00,0.00,40.02,0.00
K1175,Google - Global,4.3E+16,flights to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,14.00,47.69,3.41,457.00,0.03,1.00,0.00,0.00,0.00,47.69,0.00
K435,Google - US,4.3E+16,switzerland flights,Broad,Google_Yearlong 2006,Google|Switzerland,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,1.00,2.01,2.01,179.00,0.01,1.24,0.00,0.00,0.00,2.01,0.00
K435,Google - US,4.3E+16,england cheap tickets,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,1.00,5.79,5.79,8.00,0.13,1.00,0.00,0.00,0.00,5.79,0.00
K1123,Overture - Global,4.3E+16,cannes airport,Standard,Unassigned,Unassigned,cannes,Position 1-2 Target,Unassigned,Paused,11.25,4.00,2.10,0.53,164.00,0.02,1.26,0.00,0.00,0.00,2.10,0.00
K1122,Overture - US,4.3E+16,bucarest,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,1.00,0.13,0.13,12.00,0.08,2.83,0.00,0.00,0.00,0.13,0.00
K1122,Overture - US,4.3E+16,abou dhabi,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,1.00,0.39,0.39,121.00,0.01,1.00,0.00,0.00,0.00,0.39,0.00
K1122,Overture - US,4.3E+16,lomé,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,3.00,0.45,0.15,51.00,0.06,3.32,0.00,0.00,0.00,0.45,0.00
K1122,Overture - US,4.3E+16,cotonou,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,4.00,1.09,0.27,146.00,0.03,1.87,0.00,0.00,0.00,1.09,0.00
K1122,Overture - US,4.3E+16,yaoundé,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,3.00,1.62,0.54,61.00,0.05,4.49,0.00,0.00,0.00,1.62,0.00
K1122,Overture - US,4.3E+16,bangui,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,8.00,2.68,0.33,88.00,0.09,2.05,0.00,0.00,0.00,2.68,0.00
K1122,Overture - US,4.3E+16,international business class,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,1.00,2.70,2.70,403.00,0.00,1.74,0.00,0.00,0.00,2.70,0.00
K1122,Overture - US,4.3E+16,bamako,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,6.00,3.25,0.54,297.00,0.02,5.24,0.00,0.00,0.00,3.25,0.00
K1122,Overture - US,4.3E+16,ouagadougou,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,8.00,3.46,0.43,201.00,0.04,2.63,0.00,0.00,0.00,3.46,0.00
K1122,Overture - US,4.3E+16,djibouti,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Unassigned,Paused,11.25,10.00,4.96,0.50,127.00,0.08,1.42,0.00,0.00,0.00,4.96,0.00
